,ID,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Functioning Day
3354,5744,28/07/2018,428,7,28.4,82,0.7,748,25.0,0.16,,0.0,Yes
3355,4633,12/06/2018,470,0,18.0,94,0.7,1906,17.0,0.0,1.0,0.0,Yes
3356,2879,30/03/2018,880,22,12.7,76,1.5,521,8.5,0.0,0.0,0.0,Yes
3357,1330,25/01/2018,187,9,-16.2,33,2.9,2000,-28.7,0.19,0.0,0.6,Yes
3358,2235,04/03/2018,95,2,8.3,95,0.3,243,7.5,0.0,0.0,0.0,Yes
3359,1952,20/02/2018,404,7,-2.2,76,1.9,527,-5.8,0.0,0.0,0.0,Yes
3360,3995,16/05/2018,81,10,22.8,95,1.7,176,21.9,0.05,1.0,0.0,Yes
3361,5844,01/08/2018,521,11,35.8,41,1.6,1795,20.4,2.77,0.0,0.0,Yes
3362,1331,25/01/2018,105,10,-15.3,33,2.4,2000,-27.9,0.56,0.0,0.6,Yes
3363,6563,31/08/2018,794,10,25.5,53,2.3,1843,15.2,1.81,0.0,0.0,Yes
3364,3431,22/04/2018,13,22,11.6,89,2.0,469,9.8,0.0,4.0,0.0,Yes
3365,4192,24/05/2018,1174,15,23.5,36,3.2,1786,7.5,2.91,0.0,0.0,Yes
3366,3846,10/05/2018,0,5,11.5,80,0.9,974,8.1,0.0,0.0,0.0,No
3367,981,10/01/2018,207,20,-8.9,41,nan,2000,-19.7,0.0,0.0,0.0,Yes
3368,3436,23/04/2018,8,3,9.9,93,2.3,990,8.8,0.0,0.5,0.0,Yes
3369,4680,13/06/2018,1394,23,21.5,62,0.1,1827,13.9,0.0,0.0,0.0,Yes
3370,1248,21/01/2018,170,23,-0.4,32,0.6,2000,-15.1,0.0,0.0,0.0,Yes
3371,2538,16/03/2018,1160,17,11.2,30,1.5,2000,-5.7,1.44,0.0,0.0,Yes
3372,6235,17/08/2018,2797,18,32.5,28,1.4,2000,11.6,1.06,0.0,0.0,Yes
3373,5703,26/07/2018,706,14,33.0,56,2.5,879,23.0,1.33,0.0,0.0,Yes
3374,6062,10/08/2018,696,13,34.2,41,1.7,2000,19.0,2.31,0.0,0.0,Yes
3375,5843,01/08/2018,540,10,34.3,45,1.0,1919,20.6,2.31,0.0,0.0,Yes
3376,5775,29/07/2018,630,14,35.4,43,1.4,2000,20.9,2.48,0.0,0.0,Yes
3377,5886,03/08/2018,266,5,30.5,72,0.5,1084,24.8,0.0,0.0,0.0,Yes
3378,1996,22/02/2018,71,3,-2.8,57,0.5,1995,-10.1,0.0,0.0,0.0,Yes
3379,6207,16/08/2018,638,14,35.3,40,2.0,2000,19.6,3.17,0.0,0.0,Yes
3380,4110,21/05/2018,200,5,11.9,0,1.3,2000,-2.7,0.0,0.0,0.0,Yes
3381,1183,19/01/2018,151,6,-1.8,49,1.4,1359,-11.1,0.0,0.0,0.0,Yes
3382,5840,01/08/2018,1061,7,28.2,68,0.5,1748,21.7,0.27,0.0,0.0,Yes
3383,3607,30/04/2018,397,6,14.9,64,0.5,424,8.1,0.0,0.0,0.0,Yes
3384,985,11/01/2018,98,0,-10.3,54,2.4,1988,-17.8,0.0,0.0,0.0,Yes
3385,832,04/01/2018,281,15,-1.2,31,0.8,1732,-16.2,0.47,0.0,0.0,Yes
3386,5868,02/08/2018,547,11,35.3,45,1.7,1829,21.5,2.27,0.0,0.0,Yes
3387,4757,17/06/2018,304,4,19.4,82,0.9,531,16.2,0.0,0.0,0.0,Yes
3388,5605,22/07/2018,560,12,35.5,39,1.9,1803,19.4,3.05,0.0,0.0,Yes
3389,2083,25/02/2018,402,18,5.2,30,2.8,1877,-11.0,0.36,0.0,0.0,Yes
3390,712,30/12/2017,337,15,4.3,61,0.7,274,-2.5,0.23,0.0,0.0,Yes
3391,3180,12/04/2018,829,11,16.2,30,2.4,1700,-1.4,2.68,0.0,0.0,Yes
3392,6803,10/09/2018,862,10,24.0,47,1.6,1996,11.9,2.08,0.0,0.0,Yes
3393,2216,03/03/2018,159,7,0.1,43,1.4,1502,-11.0,0.0,0.0,0.0,Yes
3394,3342,19/04/2018,153,5,7.9,59,1.4,1005,0.3,0.0,0.0,0.0,Yes
3395,3657,02/05/2018,555,8,17.5,94,0.9,203,16.5,0.06,0.0,0.0,Yes
3396,919,08/01/2018,159,6,0.8,45,0.7,1268,-9.8,0.0,0.0,0.0,Yes
3397,6328,21/08/2018,957,15,29.5,57,2.0,2000,20.0,2.1,0.0,0.0,Yes
3398,3165,11/04/2018,0,20,11.9,33,2.0,2000,-3.8,0.0,0.0,0.0,No
3399,5029,28/06/2018,1158,12,27.0,68,2.0,1863,20.5,1.3,0.0,0.0,Yes
3400,3132,10/04/2018,839,11,18.5,27,1.3,1610,-0.8,2.59,0.0,0.0,Yes
3401,2790,27/03/2018,110,5,8.0,63,0.8,439,1.3,0.0,0.0,0.0,Yes
3402,2321,07/03/2018,646,16,10.4,36,3.2,1963,-4.0,1.02,0.0,0.0,Yes
3403,6745,08/09/2018,1107,0,19.2,53,3.7,2000,9.3,0.0,0.0,0.0,Yes
3404,4847,20/06/2018,1979,22,20.6,78,3.0,684,16.6,0.0,0.0,0.0,Yes
3405,4863,21/06/2018,1152,14,28.0,39,2.6,1833,12.7,3.14,0.0,0.0,Yes
3406,4594,10/06/2018,786,9,19.2,65,1.4,2000,12.4,0.34,0.0,0.0,Yes
3407,6144,13/08/2018,1086,23,29.6,63,0.1,2000,21.8,0.0,0.0,,Yes
3408,500,21/12/2017,355,19,0.8,71,0.9,923,-3.8,0.0,0.0,0.8,Yes
3409,6915,15/09/2018,580,2,21.7,78,1.0,2000,17.6,0.0,0.0,0.0,Yes
3410,1123,16/01/2018,592,18,4.9,59,1.4,427,-2.4,0.0,0.0,0.0,Yes
3411,5208,05/07/2018,1406,23,23.9,66,1.5,2000,17.1,0.0,0.0,0.0,Yes
3412,3445,23/04/2018,10,12,9.0,96,1.9,481,8.3,0.43,5.5,0.0,Yes
3413,4268,27/05/2018,2207,19,21.7,38,2.1,1857,6.7,0.27,0.0,0.0,Yes
3414,6248,18/08/2018,475,7,21.7,57,1.3,2000,12.8,0.23,0.0,0.0,Yes
3415,2814,28/03/2018,107,5,10.2,80,0.8,366,6.8,0.0,0.0,0.0,Yes
3416,711,30/12/2017,356,14,4.3,60,1.2,272,-2.7,0.4,0.0,0.0,Yes
3417,2105,26/02/2018,555,16,9.5,31,3.1,973,-6.8,1.54,0.0,0.0,Yes
3418,2094,26/02/2018,65,5,-2.5,73,0.8,1134,-6.6,0.0,0.0,0.0,Yes
3419,5005,27/06/2018,1145,12,24.1,73,2.2,992,18.9,2.15,0.0,0.0,Yes
3420,2050,24/02/2018,253,9,0.6,64,3.8,430,-5.4,0.65,0.0,0.0,Yes
3421,6208,16/08/2018,720,15,35.0,38,2.0,2000,18.5,2.8,0.0,0.0,Yes
3422,3054,07/04/2018,57,5,1.6,62,4.9,1372,-4.9,0.0,,,Yes
3423,554,24/12/2017,251,1,5.6,78,0.5,197,2.0,0.0,0.0,0.0,Yes
3424,1193,19/01/2018,390,16,4.9,27,2.8,1648,-12.5,0.65,0.0,,Yes
3425,1741,11/02/2018,174,12,-3.9,28,2.9,1921,-19.7,2.12,0.0,,Yes
3426,2721,24/03/2018,424,8,4.5,49,0.4,580,-5.3,0.19,0.0,0.0,Yes
3427,5651,24/07/2018,610,10,32.4,54,0.9,1631,21.8,1.45,0.0,0.0,Yes
3428,5459,16/07/2018,678,10,29.8,54,1.8,1737,19.4,2.34,0.0,0.0,Yes
3429,6695,05/09/2018,1798,22,23.6,82,1.8,1673,20.3,0.0,0.0,0.0,Yes
3430,2426,12/03/2018,163,1,2.9,51,0.8,1119,-6.2,0.0,0.0,0.0,Yes
3431,5755,28/07/2018,843,18,29.0,81,0.8,989,25.4,0.22,0.0,0.0,Yes
3432,4070,19/05/2018,1865,13,21.9,39,2.0,2000,7.3,3.52,0.0,0.0,Yes
3433,138,06/12/2017,239,17,4.1,60,2.5,1565,-2.9,0.1,0.0,0.0,Yes
3434,2494,14/03/2018,1181,21,16.8,67,2.0,1775,10.6,0.0,0.0,0.0,Yes
3435,3751,06/05/2018,7,6,15.1,97,0.3,225,14.6,0.0,3.0,0.0,Yes
3436,2754,25/03/2018,911,17,15.8,40,nan,481,2.2,1.28,0.0,0.0,Yes
3437,1595,05/02/2018,123,10,-9.6,32,3.7,2000,-23.2,1.14,0.0,0.0,Yes
3438,3580,29/04/2018,263,3,10.6,60,1.0,1163,3.1,0.0,0.0,0.0,Yes
3439,5797,30/07/2018,663,12,33.6,48,1.6,2000,21.0,1.89,0.0,0.0,Yes
3440,6739,07/09/2018,3154,18,24.4,34,2.4,2000,7.5,0.84,0.0,0.0,Yes
3441,1895,17/02/2018,123,22,-2.7,42,2.2,2000,-13.8,0.0,0.0,0.0,Yes
3442,4750,16/06/2018,2435,21,23.7,64,1.7,1707,16.4,0.0,0.0,0.0,Yes
3443,4979,26/06/2018,9,10,20.3,97,1.0,103,19.8,0.12,9.5,0.0,Yes
3444,2678,22/03/2018,648,13,9.9,29,3.2,1641,-7.3,2.91,0.0,0.0,Yes
3445,4411,02/06/2018,2246,18,27.4,29,3.6,2000,7.7,1.19,0.0,0.0,Yes
3446,5336,11/07/2018,303,7,24.6,97,0.3,180,24.0,0.07,0.5,0.0,Yes
3447,1237,21/01/2018,271,12,3.9,30,1.6,1085,-12.1,0.91,0.0,0.0,Yes
3448,6497,28/08/2018,60,16,25.0,97,0.7,1181,24.4,0.17,2.5,0.0,Yes
3449,918,08/01/2018,67,5,0.8,42,1.0,1394,-10.6,0.0,0.0,0.0,Yes
3450,829,04/01/2018,290,12,-2.9,33,0.9,1813,-16.9,0.92,0.0,0.0,Yes
3451,2382,10/03/2018,79,5,0.8,80,0.3,565,-2.2,0.0,0.0,0.0,Yes
3452,1090,15/01/2018,303,9,3.9,86,1.7,399,1.7,0.11,0.2,0.0,Yes
3453,1346,26/01/2018,93,1,-15.3,34,1.7,2000,-27.6,0.0,0.0,0.5,Yes
3454,3505,26/04/2018,692,0,13.1,47,0.3,1877,2.0,0.0,0.0,0.0,Yes
3455,5216,06/07/2018,1449,7,22.6,63,1.3,2000,15.1,0.21,0.0,0.0,Yes
3456,4047,18/05/2018,697,14,16.7,88,1.5,1760,14.6,0.72,0.0,0.0,Yes
3457,5765,29/07/2018,245,4,27.0,74,0.8,1816,21.9,0.0,0.0,0.0,Yes
3458,6929,15/09/2018,1273,16,24.4,74,0.6,1996,19.4,0.13,0.0,0.0,Yes
3459,6598,01/09/2018,1110,21,26.0,52,1.4,2000,15.3,0.0,0.0,0.0,Yes
3460,987,11/01/2018,89,2,-10.9,57,2.7,1900,-17.7,0.0,0.0,0.0,Yes
3461,2994,04/04/2018,1745,17,17.2,46,2.2,2000,5.4,1.6,0.0,0.0,Yes
3462,5456,16/07/2018,1344,7,24.5,73,0.9,1901,19.3,0.36,0.0,0.0,Yes
3463,58,03/12/2017,152,9,3.5,91,1.8,231,2.1,0.02,2.5,0.0,Yes
3464,6190,15/08/2018,1507,21,28.6,69,1.3,2000,22.3,0.0,0.0,0.0,Yes
3465,1584,04/02/2018,77,23,-10.3,48,2.0,2000,-19.2,0.0,0.0,0.0,Yes
3466,4250,27/05/2018,799,1,19.8,61,1.4,943,12.0,0.0,0.0,0.0,Yes
3467,2978,04/04/2018,113,1,14.8,96,1.7,209,14.1,0.0,0.0,0.0,Yes
3468,717,30/12/2017,66,20,1.9,90,0.9,88,0.4,0.0,0.0,0.0,Yes
3469,6260,18/08/2018,2127,19,28.5,45,1.6,2000,15.4,0.23,0.0,0.0,Yes
3470,3438,23/04/2018,6,5,9.2,95,2.3,404,8.4,0.0,2.5,0.0,Yes
3471,1728,10/02/2018,118,23,-6.7,35,2.1,2000,-19.6,0.0,0.0,0.0,Yes
3472,1489,01/02/2018,122,0,-5.2,56,1.4,1996,-12.6,0.0,,1.6,Yes
3473,779,02/01/2018,208,10,-1.4,50,nan,1355,-10.5,0.38,0.0,0.0,Yes
3474,1900,18/02/2018,56,3,-4.5,26,0.0,2000,-21.1,0.0,0.0,0.0,Yes
3475,5475,17/07/2018,497,2,25.3,78,1.0,2000,21.1,0.0,0.0,0.0,Yes
3476,67,03/12/2017,443,18,6.0,84,1.9,327,3.4,0.0,0.0,0.0,Yes
3477,4791,18/06/2018,997,14,29.8,36,2.0,1382,13.1,2.63,0.0,,Yes
3478,4138,22/05/2018,912,9,19.3,62,0.8,1894,11.8,1.14,0.0,0.0,Yes
3479,2989,04/04/2018,928,12,15.3,54,2.1,1989,6.0,2.83,0.0,0.0,Yes
3480,341,15/12/2017,69,4,-7.1,59,0.8,1058,-13.7,0.0,0.0,0.0,Yes
3481,2273,05/03/2018,718,16,11.0,39,1.2,2000,-2.4,1.96,0.0,0.0,Yes
3482,1511,01/02/2018,235,22,-3.9,52,1.2,1871,-12.3,0.0,0.0,0.0,Yes
3483,6461,27/08/2018,27,4,20.5,97,0.1,257,20.0,0.0,3.5,0.0,Yes
3484,4378,01/06/2018,1219,9,23.1,52,1.7,1012,12.6,1.88,0.0,0.0,Yes
3485,5731,27/07/2018,2183,18,33.7,62,3.2,1082,25.3,0.87,0.0,,Yes
3486,4767,17/06/2018,1709,14,26.8,44,1.6,760,13.5,2.01,0.0,0.0,Yes
3487,5615,22/07/2018,1346,22,31.7,51,1.4,1742,20.3,0.0,0.0,0.0,Yes
3488,5181,04/07/2018,2415,20,27.1,67,2.9,1949,20.4,0.06,,0.0,Yes
3489,5911,04/08/2018,289,6,29.1,63,1.6,1818,21.3,0.0,0.0,0.0,Yes
3490,4072,19/05/2018,2268,15,23.9,37,1.6,2000,8.3,3.07,0.0,0.0,Yes
3491,937,09/01/2018,100,0,-1.2,67,4.6,983,-6.5,0.0,0.0,1.0,Yes
3492,2139,28/02/2018,174,2,5.2,54,1.3,516,-3.3,0.0,0.0,0.0,Yes
3493,3696,03/05/2018,832,23,10.6,62,2.1,1694,3.6,0.0,0.0,0.0,Yes
3494,4324,30/05/2018,238,3,18.4,86,0.6,360,16.0,0.0,0.0,0.0,Yes
3495,4929,24/06/2018,561,8,21.3,78,0.7,351,17.3,0.51,0.0,0.0,Yes
3496,4274,28/05/2018,440,1,16.7,60,nan,1806,8.8,0.0,0.0,0.0,Yes
3497,6278,19/08/2018,943,13,32.4,33,2.7,1893,14.0,3.1,0.0,0.0,Yes
3498,2515,15/03/2018,676,18,10.4,98,2.5,116,10.0,0.03,0.0,0.0,Yes
3499,4339,30/05/2018,3251,18,23.6,42,2.1,2000,9.9,1.23,,0.0,Yes
3500,3055,07/04/2018,108,6,1.7,58,3.8,1189,-5.6,0.0,0.0,0.0,Yes
3501,1950,20/02/2018,79,5,-1.8,82,1.3,375,-4.4,0.0,0.0,0.0,Yes
3502,975,10/01/2018,177,14,-5.3,37,5.3,2000,-17.7,1.05,0.0,0.3,Yes
3503,1768,12/02/2018,228,15,-2.1,30,3.9,1933,-17.3,2.22,0.0,0.0,Yes
3504,3866,11/05/2018,565,1,12.4,84,1.8,287,9.7,0.0,0.0,0.0,Yes
3505,3077,08/04/2018,90,4,1.7,51,1.3,2000,-7.3,0.0,0.0,0.0,Yes
3506,5832,31/07/2018,1097,23,31.0,65,0.5,2000,23.6,0.0,0.0,0.0,Yes
3507,936,08/01/2018,112,23,-0.6,62,4.2,936,-6.9,0.0,0.0,1.0,Yes
3508,3164,11/04/2018,0,19,13.2,28,2.9,2000,-4.9,0.22,0.0,0.0,No
3509,6354,22/08/2018,1495,17,36.4,39,1.2,2000,20.2,1.15,0.0,0.0,Yes
3510,6922,15/09/2018,934,9,22.7,72,1.2,2000,17.3,0.59,0.0,0.0,Yes
3511,4319,29/05/2018,1121,22,19.9,85,1.7,559,17.2,0.0,0.0,0.0,Yes
3512,1850,16/02/2018,77,1,-3.6,35,2.0,1943,-16.8,0.0,0.0,0.0,Yes
3513,4775,17/06/2018,1819,22,22.2,70,0.5,1056,16.4,0.0,0.0,0.0,Yes
3514,6173,15/08/2018,310,4,28.8,73,0.5,1835,23.4,0.0,0.0,0.0,Yes
3515,1264,22/01/2018,63,15,3.6,69,1.8,655,-1.5,0.17,0.0,,Yes
3516,4892,22/06/2018,2732,19,27.1,32,3.5,2000,8.9,0.52,0.0,0.0,Yes
3517,1386,27/01/2018,207,17,-4.6,26,1.9,2000,-21.2,0.39,0.0,0.0,Yes
3518,3127,10/04/2018,370,6,6.9,51,0.9,1546,-2.5,0.0,0.0,0.0,Yes
3519,4220,25/05/2018,2227,19,22.0,40,1.6,1658,7.7,0.47,0.0,0.0,Yes
3520,4887,22/06/2018,1087,14,31.6,25,2.3,1780,9.1,3.21,0.0,0.0,Yes
3521,4610,11/06/2018,555,1,19.8,59,1.3,2000,11.5,0.0,0.0,0.0,Yes
3522,4345,31/05/2018,844,0,15.8,82,1.6,546,12.7,0.0,0.0,0.0,Yes
3523,2616,19/03/2018,382,23,6.9,44,3.3,2000,-4.5,0.0,0.0,0.0,Yes
3524,1586,05/02/2018,52,1,-11.2,54,1.0,2000,-18.6,0.0,0.0,0.0,Yes
3525,3509,26/04/2018,140,4,10.7,70,0.7,1404,5.4,0.0,0.0,0.0,Yes
3526,4586,10/06/2018,375,1,19.7,71,1.2,1986,14.2,0.0,0.5,0.0,Yes
3527,5015,27/06/2018,1959,22,22.7,77,2.0,1099,18.4,0.0,0.0,0.0,Yes
3528,5579,21/07/2018,699,10,31.4,51,1.1,847,20.0,2.32,0.0,0.0,Yes
3529,5174,04/07/2018,1007,13,31.0,60,2.6,1657,22.3,2.75,0.0,0.0,Yes
3530,2698,23/03/2018,664,9,3.3,72,1.4,618,-1.2,0.61,0.0,0.0,Yes
3531,1957,20/02/2018,356,12,4.0,23,3.5,1785,-15.3,2.03,0.0,0.0,Yes
3532,1664,08/02/2018,255,7,-9.6,67,1.0,1503,-14.5,0.0,0.0,0.0,Yes
3533,4665,13/06/2018,959,8,20.7,65,1.5,1004,13.8,0.97,0.0,0.0,Yes
3534,5088,30/06/2018,919,23,22.9,92,0.6,989,21.5,0.0,0.0,0.0,Yes
3535,5089,01/07/2018,865,0,22.6,88,0.2,1259,20.5,0.0,0.0,0.0,Yes
3536,1575,04/02/2018,177,14,-7.4,33,4.0,1713,-20.9,2.17,0.0,0.0,Yes
3537,2936,02/04/2018,918,7,15.1,80,1.0,623,11.6,0.01,0.0,0.0,Yes
3538,2950,02/04/2018,1503,21,17.9,64,2.1,1652,10.9,0.0,0.0,0.0,Yes
3539,4444,04/06/2018,244,3,19.6,51,1.0,1923,9.1,0.0,0.0,0.0,Yes
3540,6503,28/08/2018,64,22,22.9,97,1.3,2000,22.3,0.0,0.5,0.0,Yes
3541,1742,11/02/2018,212,13,-2.4,28,3.0,1953,-18.4,2.35,0.0,0.0,Yes
3542,5007,27/06/2018,1243,14,24.7,72,2.9,720,19.3,1.45,0.0,0.0,Yes
3543,2708,23/03/2018,932,19,8.3,48,3.0,779,-2.0,0.06,0.0,0.0,Yes
3544,2772,26/03/2018,422,11,12.6,60,2.4,281,5.0,2.23,0.0,0.0,Yes
3545,1959,20/02/2018,335,14,5.0,20,3.7,1866,-16.1,2.12,0.0,0.0,Yes
3546,5687,25/07/2018,1767,22,28.8,76,2.8,1231,24.1,0.0,0.0,0.0,Yes
3547,2676,22/03/2018,565,11,6.9,46,2.1,1541,-3.9,2.33,0.0,0.0,Yes
3548,6668,04/09/2018,2491,19,25.1,49,3.1,2000,13.6,0.18,0.0,0.0,Yes
3549,4631,11/06/2018,1117,22,19.0,76,0.1,2000,14.6,0.0,0.0,0.0,Yes
3550,4410,02/06/2018,2025,17,28.9,22,2.7,1965,5.0,1.93,0.0,0.0,Yes
3551,2299,06/03/2018,1246,18,8.7,28,3.2,2000,-8.8,0.49,0.0,,Yes
3552,2421,11/03/2018,530,20,6.7,32,1.9,1722,-8.8,0.0,0.0,0.0,Yes
3553,6111,12/08/2018,697,14,35.0,45,2.2,1957,21.2,2.73,0.0,,Yes
3554,3477,24/04/2018,1332,20,12.6,49,0.8,2000,2.1,0.0,0.0,0.0,Yes
3555,1322,25/01/2018,68,1,-16.1,42,2.2,2000,-26.0,0.0,0.0,0.7,Yes
3556,692,29/12/2017,395,19,2.7,68,1.2,348,-2.6,0.0,0.0,0.0,Yes
3557,6596,01/09/2018,1891,19,27.8,48,1.1,2000,15.7,0.08,0.0,0.0,Yes
3558,3006,05/04/2018,18,5,8.3,81,2.0,1060,5.2,0.0,0.1,0.0,Yes
3559,1445,30/01/2018,33,4,-11.1,50,1.2,1986,-19.4,0.0,0.0,0.0,Yes
3560,3303,17/04/2018,1037,14,19.8,23,2.6,1472,-1.9,3.01,0.0,0.0,Yes
3561,459,20/12/2017,108,2,-7.8,68,0.9,1642,-12.6,0.0,0.0,2.0,Yes
3562,6267,19/08/2018,611,2,24.5,59,0.3,2000,15.9,0.0,0.0,0.0,Yes
3563,1267,22/01/2018,170,18,1.1,96,3.0,187,0.5,0.0,3.3,1.0,Yes
3564,817,04/01/2018,159,0,-6.3,54,1.4,1990,-14.1,0.0,0.0,0.0,Yes
3565,5948,05/08/2018,1411,19,30.9,68,3.3,1821,24.2,0.52,0.0,0.0,Yes
3566,1508,01/02/2018,344,19,-1.8,32,1.5,2000,-16.3,0.0,0.0,,Yes
3567,4662,13/06/2018,290,5,18.6,76,0.4,1957,14.2,0.0,0.0,0.0,Yes
3568,6588,01/09/2018,981,11,27.6,47,1.2,2000,15.2,2.63,0.0,0.0,Yes
3569,5725,27/07/2018,714,12,33.7,53,1.9,990,22.7,2.5,0.0,0.0,Yes
3570,6569,31/08/2018,1404,16,29.7,51,3.0,2000,18.4,2.27,0.0,0.0,Yes
3571,1825,15/02/2018,126,0,-0.7,37,3.5,1716,-13.6,0.0,0.0,0.0,Yes
3572,49,03/12/2017,342,0,4.0,58,1.4,1296,-3.5,0.0,0.0,0.0,Yes
3573,885,06/01/2018,189,20,-2.1,41,1.1,1578,-13.6,0.0,0.0,0.0,Yes
3574,551,23/12/2017,282,22,5.3,79,0.6,200,1.9,0.0,0.0,0.0,Yes
3575,2796,27/03/2018,560,11,15.8,40,1.9,647,2.2,1.95,0.0,0.0,Yes
3576,2709,23/03/2018,724,20,6.7,48,2.6,774,-3.5,0.0,0.0,0.0,Yes
3577,6264,18/08/2018,1342,23,25.9,52,1.3,2000,15.2,0.0,0.0,0.0,Yes
3578,3287,16/04/2018,1099,22,10.8,33,0.9,2000,-4.8,0.0,0.0,0.0,Yes
3579,4656,12/06/2018,1657,23,19.5,72,0.6,1989,14.3,0.0,0.0,0.0,Yes
3580,4007,16/05/2018,399,22,21.9,97,1.5,164,21.3,0.0,0.0,0.0,Yes
3581,1289,23/01/2018,181,16,-10.1,34,4.3,2000,-23.0,0.74,0.0,1.0,Yes
3582,1801,14/02/2018,178,0,2.0,65,2.2,1885,-3.9,0.0,0.0,0.0,Yes
3583,4668,13/06/2018,1478,11,24.5,51,1.5,1333,13.6,1.97,0.0,0.0,Yes
3584,3185,12/04/2018,1273,16,18.8,23,4.2,1956,-2.7,2.39,0.0,0.0,Yes
3585,3274,16/04/2018,922,9,10.1,42,0.8,1911,-2.2,1.57,0.0,0.0,Yes
3586,6902,14/09/2018,1155,13,26.4,57,1.2,2000,17.1,1.8,0.0,0.0,Yes
3587,15,01/12/2017,447,14,3.0,26,2.0,2000,-14.6,1.01,0.0,0.0,Yes
3588,3647,01/05/2018,1400,22,19.9,75,0.8,516,15.3,0.0,0.0,0.0,Yes
3589,1249,22/01/2018,171,0,-0.2,30,0.4,2000,-15.7,0.0,0.0,0.0,Yes
3590,3425,22/04/2018,103,16,19.1,52,0.9,1583,9.0,0.37,0.0,0.0,Yes
3591,2965,03/04/2018,913,12,19.6,63,2.9,1034,12.3,0.68,0.0,0.0,Yes
3592,5104,01/07/2018,51,15,21.8,97,0.7,324,21.2,0.14,5.5,0.0,Yes
3593,5768,29/07/2018,345,7,26.9,69,0.8,1960,20.7,0.29,0.0,0.0,Yes
3594,5603,22/07/2018,522,10,32.2,50,0.8,1881,20.4,2.29,0.0,0.0,Yes
3595,6706,06/09/2018,1186,9,23.5,72,0.5,1485,18.1,0.95,0.0,0.0,Yes
3596,434,19/12/2017,122,1,-2.0,72,0.8,979,-6.3,0.0,0.0,2.6,Yes
3597,547,23/12/2017,340,18,6.6,73,0.4,229,2.0,0.0,0.0,0.0,Yes
3598,3186,12/04/2018,1664,17,18.6,22,3.7,1978,-3.5,1.72,0.0,0.0,Yes
3599,4318,29/05/2018,1041,21,19.9,93,1.4,416,18.7,0.0,0.0,0.0,Yes
3600,4452,04/06/2018,1008,11,26.1,37,2.4,1079,10.2,2.79,0.0,0.0,Yes
3601,5156,03/07/2018,2598,19,30.4,62,0.9,2000,22.2,0.65,0.1,0.0,Yes
3602,5668,25/07/2018,327,3,28.9,69,2.8,1871,22.6,0.0,0.0,0.0,Yes
3603,6313,21/08/2018,898,0,28.3,59,nan,1945,19.5,0.0,0.0,0.0,Yes
3604,996,11/01/2018,146,11,-10.2,41,3.5,1629,-20.9,0.84,0.0,0.0,Yes
3605,2221,03/03/2018,605,12,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,Yes
3606,4064,19/05/2018,436,7,11.4,0,1.4,2000,4.5,0.46,0.0,0.0,Yes
3607,6882,13/09/2018,2021,17,27.9,51,nan,2000,16.8,1.19,0.0,0.0,Yes
3608,739,31/12/2017,215,18,0.7,31,2.3,2000,-14.5,0.01,0.0,0.0,Yes
3609,839,04/01/2018,306,22,-3.6,46,1.3,1689,-13.5,0.0,0.0,0.0,Yes
3610,5492,17/07/2018,2326,19,30.6,57,1.4,1529,21.1,0.58,0.0,0.0,Yes
3611,6367,23/08/2018,492,6,28.3,55,1.5,2000,18.3,0.0,0.0,0.0,Yes
3612,6035,09/08/2018,649,10,30.4,63,1.8,1883,22.5,1.32,0.0,0.0,Yes
3613,5376,12/07/2018,1355,23,25.5,84,nan,1906,22.5,0.0,0.0,0.0,Yes
3614,5974,06/08/2018,1611,21,30.6,70,1.6,1542,24.4,0.0,0.0,0.0,Yes
3615,5285,09/07/2018,206,4,21.4,63,1.5,2000,14.0,0.0,0.0,0.0,Yes
3616,4980,26/06/2018,11,11,20.4,97,1.4,129,19.9,0.09,16.0,0.0,Yes
3617,6256,18/08/2018,1196,15,31.7,30,1.9,1943,11.9,2.23,0.0,0.0,Yes
3618,4251,27/05/2018,555,2,19.0,62,1.8,974,11.5,0.0,0.0,0.0,Yes
3619,4099,20/05/2018,2403,18,22.2,22,1.8,2000,-0.5,1.25,0.0,0.0,Yes
3620,1224,20/01/2018,164,23,0.8,53,1.7,382,-7.7,0.0,0.0,0.0,Yes
3621,5594,22/07/2018,772,1,27.3,60,0.8,2000,18.8,0.0,0.0,0.0,Yes
3622,2952,02/04/2018,803,23,16.8,70,0.9,1426,11.2,0.0,0.0,0.0,Yes
3623,1733,11/02/2018,34,4,-7.5,42,2.4,1998,-18.2,0.0,0.0,0.0,Yes
3624,6009,08/08/2018,1693,8,28.6,80,1.6,708,24.8,0.49,0.0,0.0,Yes
3625,888,06/01/2018,169,23,-3.2,50,0.8,1429,-12.1,0.0,0.0,0.0,Yes
3626,4591,10/06/2018,216,6,18.3,71,0.9,2000,12.9,0.0,0.0,0.0,Yes
3627,6028,09/08/2018,334,3,28.3,80,1.4,1617,24.5,0.0,0.0,0.0,Yes
3628,429,18/12/2017,165,20,3.3,65,3.2,1172,-2.6,0.0,0.0,2.7,Yes
3629,811,03/01/2018,637,18,-3.1,39,2.1,2000,-15.1,0.0,0.0,0.0,Yes
